x [Å] y [Å] z [Å] U [nN] 
38 -2 7 -557.622
38 -1.984 7 -554.484
38 -1.968 7 -551.25
38 -1.952 7 -547.916
38 -1.936 7 -544.481
38 -1.92 7 -540.939
38 -1.904 7 -537.289
38 -1.888 7 -533.527
38 -1.872 7 -529.649
38 -1.856 7 -525.652
38 -1.84 7 -521.532
38 -1.824 7 -517.284
38 -1.808 7 -512.906
38 -1.792 7 -508.393
38 -1.776 7 -503.741
38 -1.76 7 -498.945
38 -1.744 7 -494.001
38 -1.728 7 -488.904
38 -1.712 7 -483.649
38 -1.696 7 -478.232
38 -1.68 7 -472.647
38 -1.664 7 -466.888
38 -1.648 7 -460.951
38 -1.632 7 -454.829
38 -1.616 7 -448.517
38 -1.6 7 -442.008
38 -1.584 7 -435.296
38 -1.568 7 -428.375
38 -1.552 7 -421.238
38 -1.536 7 -413.877
38 -1.52 7 -406.286
38 -1.504 7 -398.457
38 -1.488 7 -390.383
38 -1.472 7 -382.055
38 -1.456 7 -373.466
38 -1.44 7 -364.606
38 -1.424 7 -355.467
38 -1.408 7 -346.041
38 -1.392 7 -336.318
38 -1.376 7 -326.288
38 -1.36 7 -315.942
38 -1.344 7 -305.271
38 -1.328 7 -294.263
38 -1.312 7 -282.908
38 -1.296 7 -271.197
38 -1.28 7 -259.117
38 -1.264 7 -246.659
38 -1.248 7 -233.81
38 -1.232 7 -220.561
38 -1.216 7 -206.899
38 -1.2 7 -192.812
38 -1.184 7 -178.29
38 -1.168 7 -163.321
38 -1.152 7 -147.893
38 -1.136 7 -131.996
38 -1.12 7 -115.617
38 -1.104 7 -98.745
38 -1.088 7 -81.3701
38 -1.072 7 -63.4813
38 -1.056 7 -45.0683
38 -1.04 7 -26.1213
38 -1.024 7 -6.63105
38 -1.008 7 13.4111
38 -0.992 7 34.0132
38 -0.976 7 55.1824
38 -0.96 7 76.9252
38 -0.944 7 99.2469
38 -0.928 7 122.152
38 -0.912 7 145.643
38 -0.896 7 169.723
38 -0.88 7 194.392
38 -0.864 7 219.648
38 -0.848 7 245.489
38 -0.832 7 271.911
38 -0.816 7 298.908
38 -0.8 7 326.471
38 -0.784 7 354.589
38 -0.768 7 383.251
38 -0.752 7 412.442
38 -0.736 7 442.144
38 -0.72 7 472.337
38 -0.704 7 503
38 -0.688 7 534.107
38 -0.672 7 565.631
38 -0.656 7 597.541
38 -0.64 7 629.803
38 -0.624 7 662.383
38 -0.608 7 695.239
38 -0.592 7 728.331
38 -0.576 7 761.613
38 -0.56 7 795.037
38 -0.544 7 828.553
38 -0.528 7 862.107
38 -0.512 7 895.644
38 -0.496 7 929.103
38 -0.48 7 962.425
38 -0.464 7 995.546
38 -0.448 7 1028.4
38 -0.432 7 1060.92
38 -0.416 7 1093.03
38 -0.4 7 1124.68
38 -0.384 7 1155.77
38 -0.368 7 1186.25
38 -0.352 7 1216.03
38 -0.336 7 1245.04
38 -0.32 7 1273.22
38 -0.304 7 1300.47
38 -0.288 7 1326.74
38 -0.272 7 1351.95
38 -0.256 7 1376.02
38 -0.24 7 1398.89
38 -0.224 7 1420.5
38 -0.208 7 1440.76
38 -0.192 7 1459.63
38 -0.176 7 1477.05
38 -0.16 7 1492.95
38 -0.144 7 1507.28
38 -0.128 7 1520
38 -0.112 7 1531.07
38 -0.096 7 1540.43
38 -0.08 7 1548.07
38 -0.064 7 1553.94
38 -0.048 7 1558.03
38 -0.032 7 1560.31
38 -0.016 7 1560.77
38 1.66533e-15 7 1559.41
38 0.016 7 1556.22
38 0.032 7 1551.2
38 0.048 7 1544.36
38 0.064 7 1535.72
38 0.08 7 1525.3
38 0.096 7 1513.12
38 0.112 7 1499.22
38 0.128 7 1483.62
38 0.144 7 1466.38
38 0.16 7 1447.53
38 0.176 7 1427.13
38 0.192 7 1405.23
38 0.208 7 1381.89
38 0.224 7 1357.18
38 0.24 7 1331.15
38 0.256 7 1303.87
38 0.272 7 1275.42
38 0.288 7 1245.87
38 0.304 7 1215.29
38 0.32 7 1183.76
38 0.336 7 1151.35
38 0.352 7 1118.15
38 0.368 7 1084.24
38 0.384 7 1049.68
38 0.4 7 1014.56
38 0.416 7 978.965
38 0.432 7 942.959
38 0.448 7 906.624
38 0.464 7 870.031
38 0.48 7 833.254
38 0.496 7 796.363
38 0.512 7 759.426
38 0.528 7 722.509
38 0.544 7 685.675
38 0.56 7 648.984
38 0.576 7 612.494
38 0.592 7 576.26
38 0.608 7 540.333
38 0.624 7 504.762
38 0.64 7 469.593
38 0.656 7 434.868
38 0.672 7 400.625
38 0.688 7 366.902
38 0.704 7 333.73
38 0.72 7 301.139
38 0.736 7 269.157
38 0.752 7 237.807
38 0.768 7 207.11
38 0.784 7 177.083
38 0.8 7 147.742
38 0.816 7 119.099
38 0.832 7 91.1655
38 0.848 7 63.9481
38 0.864 7 37.4525
38 0.88 7 11.6821
38 0.896 7 -13.3621
38 0.912 7 -37.6806
38 0.928 7 -61.2758
38 0.944 7 -84.1519
38 0.96 7 -106.315
38 0.976 7 -127.771
38 0.992 7 -148.529
38 1.008 7 -168.599
38 1.024 7 -187.991
38 1.04 7 -206.717
38 1.056 7 -224.788
38 1.072 7 -242.219
38 1.088 7 -259.022
38 1.104 7 -275.213
38 1.12 7 -290.806
38 1.136 7 -305.817
38 1.152 7 -320.26
38 1.168 7 -334.151
38 1.184 7 -347.507
38 1.2 7 -360.343
